type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
NOUN+PROPN	popełnieniu	popełnić	5	przestępstwa	przestępstwo	6	popełnieniu przestępstwa	popełnić przestępstwo	Zarząd Powiatu skierował zawiadomienie o popełnieniu przestępstwa w DPS-ie w Mielnie do Prokuratury Rejonowej w Koszalinie .
ADP+NOUN	do	do	15	dymisji	dymisja	16	do dymisji	do dymisja	Sprzeciw PO oznacza , że Jarosław Kaczyński musi wybierać : albo PiS-owski rząd poda się do dymisji i wobec niemożności wyłonienia nowego dojdzie do nowych wyborów , albo PiS będzie zmuszony do zawarcia prawdziwej rządowej koalicji .
VERB+PRON	zajmie	zająć	2	się	się	3	zajmie się	zająć się	Potem Rada zajmie się wyborem przewodniczącego - powiedział nam Tomasz Różański , rzecznik KRRiT .
VERB+PRON	odezwały	odezwać	1	się	się	2	odezwały się	odezwać się	Oczywiście odezwały się też głosy bardzo krytyczne o rzekomych objawieniach w Fatimie jako niegodnych , by ludzie oświeconej epoki dawali posłuch zjawisku doprowadzającemu do ogłupienia ludu .
VERB+NOUN	dawali	dawać	19	posłuch	posłuch	20	dawali posłuch	dawać posłuch	Oczywiście odezwały się też głosy bardzo krytyczne o rzekomych objawieniach w Fatimie jako niegodnych , by ludzie oświeconej epoki dawali posłuch zjawisku doprowadzającemu do ogłupienia ludu .
NOUN+NOUN	pełnienia	pełnić	17	obowiązków	obowiązek	18	pełnienia obowiązków	pełnić obowiązek	Takiej większości nie widać , a trudno o gorszą sytuację niż odwołanie rządu i jednocześnie powierzenie mu pełnienia obowiązków do czasu powołania następnego , czyli na czas nieokreślony .
VERB+PRON	przychyla	przychylać	4	się	się	5	przychyla się	przychylać się	Według CNN , policja przychyla się do wersji ładunku wybuchowego pozostawionego w ręcznej torbie w bufecie , gdzie było tłoczno .
VERB+PRON	wywiązali	wywiązać	2	się	się	3	wywiązali się	wywiązać się	Nie wszyscy wywiązali się z tego obowiązku .
VERB+PRON	zdarza	zdarzać	12	się	się	13	zdarza się	zdarzać się	Przewodniczący Paweł Adamowicz przypomniał , co ostatnio po prawej stronie sceny politycznej zdarza się rzadko , że to jednak polscy żołnierze pojawili się w Gdańsku jako pierwsi .
VERB+PRON	pojawili	pojawić	21	się	się	22	pojawili się	pojawić się	Przewodniczący Paweł Adamowicz przypomniał , co ostatnio po prawej stronie sceny politycznej zdarza się rzadko , że to jednak polscy żołnierze pojawili się w Gdańsku jako pierwsi .
VERB+PRON	Odpierdol	odpierdolić	1	się	się	2	Odpierdol się	odpierdolić się	– Odpierdol się .
VERB+PRON	roześmiał	roześmiać	1	się	się	2	roześmiał się	roześmiać się	Patyk roześmiał się i pognał obcałowywać kolejne panny , a Marta podeszła do wciąż stojącej obok Kaszki .
VERB+ADP	mamy	mieć	7	do	do	8	mamy do	mieć do	- Z całą odpowiedzialnością stwierdzam , że mamy do czynienia z bardzo poważnym kryzysem wewnątrz koalicji - powiedział wczoraj na spotkaniu z dziennikarzami Jerzy Osiatyński , poseł na Sejm .
VERB+PRON	nadawał	nadawać	17	się	się	18	nadawał się	nadawać się	Świdwiński średniowieczny zamek po wojnie i przez dalszych kilkanaście lat ze względu na zły stan techniczny nie nadawał się do użytku .
NOUN+VERB	górą	góra	4	byli	być	5	górą byli	góra być	Jak można było przypuszczać górą byli Europejczycy , którzy wygrali 3 : 1 .
VERB+PRON	znalazł	znaleźć	5	się	się	6	znalazł się	znaleźć się	Kot skoczył na mysz i znalazł się nos w nos naprzeciwko warczącego psa , więc już rozgląda się , na które drzewo uciec , żeby się poczuć bezpiecznie .
VERB+PRON	rozgląda	rozglądać	16	się	się	17	rozgląda się	rozglądać się	Kot skoczył na mysz i znalazł się nos w nos naprzeciwko warczącego psa , więc już rozgląda się , na które drzewo uciec , żeby się poczuć bezpiecznie .
PRON+VERB	się	się	25	poczuć	poczuć	26	się poczuć	się poczuć	Kot skoczył na mysz i znalazł się nos w nos naprzeciwko warczącego psa , więc już rozgląda się , na które drzewo uciec , żeby się poczuć bezpiecznie .
PRON+VERB	się	się	10	dzieje	dziać	11	się dzieje	się dziać	Pierwsze można by scharakteryzować jako tajemnicę osobowości : jak to się dzieje , że ja to ja , że zostałem został em osadzony w konkretnym ciele , z którego wyrwać się ni wyzwolić nie mogę , chyba że za cenę unicestwienia ?
VERB+PRON	zajmie	zająć	1	się	się	2	zajmie się	zająć się	Najpierw zajmie się nadawcami programów regionalnych , więc prawdopodobnie pierwsi z nich będą mogli dostać koncesje w sierpniu - wrześniu .
VERB+NOUN	dostać	dostać	14	koncesje	koncesja	15	dostać koncesje	dostać koncesja	Najpierw zajmie się nadawcami programów regionalnych , więc prawdopodobnie pierwsi z nich będą mogli dostać koncesje w sierpniu - wrześniu .
VERB+PRON	zjawili	zjawić	3	się	się	4	zjawili się	zjawić się	Ci , którzy zjawili się tu w latach późniejszych zostali bezwzględnie wchłonięci przez ochlański żywioł , rozpłynęli się w tym wielokulturowym tyglu jakim jest Południowy Manhattan . . tfu ! jakim jest Dolna i Górna Ochla .
VERB+PRON	rozpłynęli	rozpłynąć	16	się	się	17	rozpłynęli się	rozpłynąć się	Ci , którzy zjawili się tu w latach późniejszych zostali bezwzględnie wchłonięci przez ochlański żywioł , rozpłynęli się w tym wielokulturowym tyglu jakim jest Południowy Manhattan . . tfu ! jakim jest Dolna i Górna Ochla .
ADP+NOUN	w	w	20	cień	cień	21	w cień	w cień	""" Władza mężczyzn - powiada ta feministycznie nastawiona badaczka - zawsze lubiła zniesławiać takie kobiety , aby lepiej usuwać je w cień "" ."
VERB+PRON	zdziwił	zdziwić	4	się	się	5	zdziwił się	zdziwić się	- Tak ? - zdziwił się naczelnik i otworzył notatnik na chybił trafił .
VERB+PRON	uda	udać	8	się	się	9	uda się	udać się	– Callian wyznaczył nagrodę dla tego , któremu uda się …
VERB+PRON	różni	różnić	4	się	się	5	różni się	różnić się	Sam proces projektowania nie różni się w niczym od tego jak to robimy w kraju .
PRON+VERB	się	się	28	liczyć	liczyć	29	się liczyć	się liczyć	Jeśli w Warszawie będzie remis i po zakończeniu sezonu oba zespoły będą miały taką samą liczbę punktów , konieczne będą dwa dodatkowe mecze , w których bramki będą się liczyć jak w rozgrywkach UEFA .
VERB+PRON	daje	dawać	3	się	się	4	daje się	dawać się	W tonie rozmowy daje się wyczuć rozdrażnienie , wręcz agresję .
VERB+NOUN	Przygadywał	przygadywać	0	kocioł	kocioł	1	Przygadywał kocioł	przygadywać kocioł	Przygadywał kocioł garnkowi , tyś ty ś też tylko o dziewczyny się wystarał - zganiła żartem męża Alicja Szkaradkowa .
PRON+VERB	się	się	11	wystarał	wystarać	12	się wystarał	się wystarać	Przygadywał kocioł garnkowi , tyś ty ś też tylko o dziewczyny się wystarał - zganiła żartem męża Alicja Szkaradkowa .
VERB+PRON	wybiera	wybierać	5	się	się	6	wybiera się	wybierać się	"Na "" Marsz żywych "" wybiera się także Jan Lityński , poseł Unii ."
PRON+VERB	się	się	3	wypowiadał	wypowiadać	4	się wypowiadał	się wypowiadać	Dlatego nie będę się wypowiadał .
PRON+VERB	się	się	5	odzywać	odzywać	6	się odzywać	się odzywać	Było mokro , więc przestał się odzywać , skupiony nad kierownicą .
VERB+PRON	posunie	posunąć	2	się	się	3	posunie się	posunąć się	Ale nie posunie się .
VERB+NOUN	wzruszył	wzruszyć	1	ramionami	ramię	2	wzruszył ramionami	wzruszyć ramię	Kuzniecow wzruszył ramionami .
NOUN+NOUN	uprawianie	uprawiać	20	miłości	miłość	21	uprawianie miłości	uprawiać miłość	Należą do nich niewątpliwie : dog na wrotkach ( ciekawe , co na to tamtejsze Towarzystwo Przyjaciół Zwierząt ) , uprawianie miłości przez telefon ( niech żyje bezpieczny seks ! ) oraz absolutnie rewelacyjna ( jak zawsze ) Uma Thurman .
VERB+PRON	przestraszył	przestraszyć	7	się	się	8	przestraszył się	przestraszyć się	""" Gdzież ten kretyn poleciał ? - przestraszył się jak dziecko pozostawione w ciemnym pokoju ."
VERB+PRON	Zjawił	zjawić	0	się	się	1	Zjawił się	zjawić się	Zjawił się Bogucki ( handlarz złotem , właściciel działki ) , Bończewska ( pośredniczka w sprzedaży nieruchomości ) i Piotr Kudlak - ekspert ds . marketingu w PZU Development , wyposażony w pełnomocnictwo podpisane przez wiceprezesa PZU SA Jacka Berdyna i członka zarządu PZU Jacka Mejznera .
ADP+NOUN	Do	do	0	złudzenia	złudzenie	1	Do złudzenia	do złudzenie	Do złudzenia przypomina to działania policji Dorna wobec pokojowo wiecujących w Poznaniu .
VERB+PRON	dopuścił	dopuścić	9	się	się	10	dopuścił się	dopuścić się	"Zdaniem dyrekcji Centrum Kształcenia Ustawicznego w Krakowie , przestępstwa dopuścił się uczeń , który w wypracowaniu na temat : "" Opisz w dowolnej formie swoją pasję "" opisał siebie i nauczycielkę ."
PRON+VERB	się	się	10	dziać	dziać	11	się dziać	się dziać	Dopóki taka postawa będzie nam przyświecać , dopóty dobrze będzie się dziać i w katedrze , i w towarzystwie , i w uniwersytecie .
VERB+NOUN	miała	mieć	1	premierę	premiera	2	miała premierę	mieć premiera	Sztuka miała premierę w maju 2001 .
ADV+ADV	jak	jak	10	najdalej	daleko	11	jak najdalej	jak daleko	Mąż uprzedzał mnie , że telewizję lepiej trzymać od niego jak najdalej .
VERB+NOUN	ma	mieć	6	uczucie	uczucie	7	ma uczucie	mieć uczucie	A 2- otrzymuje wtedy , gdy ma uczucie , że robi to świadomie .
VERB+PRON	poruszać	poruszać	2	się	się	3	poruszać się	poruszać się	Dotychczas mogły poruszać się po krótkim odcinku Krupówek od skrzyżowania z ul . Kościeliską do postoju , od lat funkcjonującego na wysokości straganów z pamiątkami .
VERB+ADP	bierze	brać	17	pod	pod	18	bierze pod	brać pod	- Policja nie mogła dopuścić do nie kontrolowanego rozwoju wydarzeń mając informacje , że każda ze stron bierze pod uwagę siłowe rozwiązania - mówi nadkomisarz Dariusz Nowak z krakowskiej policji .
VERB+PRON	pogodzić	pogodzić	5	się	się	6	pogodzić się	pogodzić się	Przez kilkadziesiąt lat badacze musieli pogodzić się z tym ograniczeniem , choć jego świadomość była coraz bardziej dokuczliwa , bo zarówno biolodzy i lekarze , jak ludzie zajmujący się budową materii nieożywionej wiedzieli , że wciąż istnieją niedostrzegalne szczegóły , ważne dla nauki i praktyki .
ADJ+PRON	zajmujący	zajmować	27	się	się	28	zajmujący się	zajmować się	Przez kilkadziesiąt lat badacze musieli pogodzić się z tym ograniczeniem , choć jego świadomość była coraz bardziej dokuczliwa , bo zarówno biolodzy i lekarze , jak ludzie zajmujący się budową materii nieożywionej wiedzieli , że wciąż istnieją niedostrzegalne szczegóły , ważne dla nauki i praktyki .
NOUN+VERB	znaczenie	znaczenie	15	przywiązujemy	przywiązywać	16	znaczenie przywiązujemy	znaczenie przywiązywać	Może narażę się na krytykę ze strony pana premiera Pawlaka , ale wciąż zbyt wielkie znaczenie przywiązujemy do umów międzyrządowych .
VERB+PRON	stać	stać	2	się	się	3	stać się	stać się	"Gazeta musi stać się "" bardziej polityczna "" ."
VERB+PRON	stanie	stać	1	się	się	2	stanie się	stać się	Nie stanie się nam nic złego .
VERB+NOUN	robi	robić	1	zakupy	zakup	2	robi zakupy	robić zakup	Polak robi zakupy głównie w piątek ( 45 proc . ) bądź w sobotę ( 38 proc . ) .
VERB+PRON	dzielą	dzielić	1	się	się	2	dzielą się	dzielić się	Wszyscy dzielą się nawzajem świątecznymi tradycjami wyniesionymi z domów rodzinnych w różnych zakątkach Polski i nie tylko .
VERB+PRON	zajmuje	zajmować	5	się	się	6	zajmuje się	zajmować się	- A wiesz , czym zajmuje się tutaj ?
VERB+PRON	pojawi	pojawić	9	się	się	10	pojawi się	pojawić się	Być może już niedługo o 19.00 w telewizyjnej Dwójce pojawi się nowy program informacyjny .
NOUN+VERB	kością	kość	21	stanie	stanąć	22	kością stanie	kość stanąć	Odnieśli pod koniec roku wielki sukces i 7 stycznia zamierzają odnieść następny , ale jest całkiem możliwe , że sukces im kością stanie w gardle .
ADP+PROPN	w	w	23	gardle	gardło	24	w gardle	w gardło	Odnieśli pod koniec roku wielki sukces i 7 stycznia zamierzają odnieść następny , ale jest całkiem możliwe , że sukces im kością stanie w gardle .
VERB+PRON	pojawiły	pojawić	9	się	się	10	pojawiły się	pojawić się	"Znikły dotychczasowe "" tabu "" , ale zamiast nich pojawiły się inne , najzupełniej nie uświadamiane ."
VERB+NOUN	robi	robić	6	wrażenie	wrażenie	7	robi wrażenie	robić wrażenie	Oświadczenie bagatelizuje wypowiedź Biura Politycznego , robi wrażenie przegadanego , za miękkiego .
VERB+PRON	starać	starać	7	się	się	8	starać się	starać się	O dostęp do tzw . teczek może starać się każdy , kto był poszkodowany przez PRL .
VERB+PRON	zjawili	zjawić	8	się	się	9	zjawili się	zjawić się	Na szczęście do wybuchu nie doszło , strażacy zjawili się błyskawicznie , natychmiast zaczęli polewać butle i ewakuować mieszkańców zagrożonego domu .
ADP+NOUN	w	w	6	słowo	słowo	7	w słowo	w słowo	- No dobrze - wpada mi w słowo - ale jakie to oddziaływanie ?
VERB+PRON	radzę	radzić	20	sobie	siebie	21	radzę sobie	radzić siebie	Na niebie lekko płynęły pierzaste obłoki , a ja siedziałam siedziała m obok ponurego faceta , który widząc , że radzę sobie z samochodem , palił papierosa za papierosem i z rzadka tylko robił jakieś mało uprzejme uwagi .
VERB+NOUN	ma	mieć	11	zaufanie	zaufanie	12	ma zaufanie	mieć zaufanie	- Każdy pracuje z ludźmi , których zna i do których ma zaufanie - uważa minister Borowski .
VERB+PRON	Znalazł	znaleźć	0	się	się	1	Znalazł się	znaleźć się	Znalazł się w niej po raz trzeci były reprezentant Polski , Piotr Nowak , pomocnik i kapitan zespołu Chicago Fire .
VERB+PRON	znajduje	znajdować	3	się	się	4	znajduje się	znajdować się	Nad samym dohyo znajduje się ozdobny daszek symbolizujący kopułę świątyni .
VERB+ADP	mam	mieć	3	w	w	4	mam w	mieć w	- Oczywiście , mam w dupie twoje zdrowie - wypalił obojętnie Zygmunt .
VERB+PRON	kojarzy	kojarzyć	29	się	się	30	kojarzy się	kojarzyć się	Na politykę prokonsumencką patrzono tu raczej jako na politykę legislacyjną , której kształtowanie zależy od władzy , a nie jest determinowane niczyimi aspiracjami czy roszczeniami , i która raczej kojarzy się z oktrojowaniem ( nadaniem , narzuceniem ) pewnych celów przez państwo .
VERB+PRON	Postaraj	postarać	2	się	się	3	Postaraj się	postarać się	4 . Postaraj się , aby w rozmowie uczestniczył współmałżonek - rozmowa ma dotyczyć spraw całej rodziny , a umowy powinny być respektowane przez wszystkich jej członków .
VERB+NOUN	zwraca	zwracać	5	uwagi	uwaga	6	zwraca uwagi	zwracać uwaga	Ale jako kierowca sąsiad nie zwraca uwagi na przechodniów . . .
VERB+NOUN	wziął	wziąć	10	udział	udział	11	wziął udział	wziąć udział	Przysięga , że to jedyna taka transakcja , w której wziął udział .
VERB+PRON	zastanawia	zastanawiać	15	się	się	16	zastanawia się	zastanawiać się	Ajtemików , czyli przedmiotów lub umiejętności , które mogę kupić , jest mnóstwo i Córka zastanawia się , czybym czy by m nie chciał kupić jej ajtemika , który sprawi , że będzie latać .
VERB+PRON	starając	starać	6	się	się	7	starając się	starać się	Przewróciła oczyma w stronę baru , starając się wyglądać na osobę wyrafinowaną i znudzoną , lecz udało jej się zrobić wrażenie licealistki na balu .
PRON+VERB	się	się	18	zrobić	zrobić	19	się zrobić	się zrobić	Przewróciła oczyma w stronę baru , starając się wyglądać na osobę wyrafinowaną i znudzoną , lecz udało jej się zrobić wrażenie licealistki na balu .
VERB+PRON	bali	bać	9	się	się	10	bali się	bać się	Myślę , że uczniowie byli zadowoleni , najbardziej bowiem bali się rozprawki - poinformowała po zakończonym egzaminie wicedyrektor szkoły Marzena Guldzińska .
VERB+NOUN	prowadzi	prowadzić	3	badania	badanie	4	prowadzi badania	prowadzić badanie	Tymczasem miejscowy sanepid prowadzi badania podejrzanego produktu .
VERB+PRON	obłowili	obłowić	20	się	się	21	obłowili się	obłowić się	"Przy maszynie do pisania siedzi młody jeszcze mężczyzna , ubrany bardzo starannie , pali angielskie "" Black Caty "" ( obłowili się po Anglikach ) , wita mnie uśmiechem ."
PRON+VERB	się	się	6	przejął	przejąć	7	się przejął	się przejąć	- Widzę , że pan niezbyt się przejął tą zbrodnią .
VERB+ADP	wyszedł	wyjść	6	na	na	7	wyszedł na	wyjść na	Za kratami spędził 10 lat i wyszedł na wolność w 1995 .
VERB+PRON	zmierzy	zmierzyć	2	się	się	3	zmierzy się	zmierzyć się	W konkursie zmierzy się 12 kabaretów z Białegostoku , Zielonej Góry , Rybnika , Wrocławia , Rzeszowa , Dąbrowy Górniczej , Lublina , Warszawy , Gdańska i Piotrkowa Trybunalskiego .
VERB+NOUN	rzucać	rzucać	5	zaklęcia	zaklęcie	6	rzucać zaklęcia	rzucać zaklęcie	Łatwiej jest ziać ogniem i rzucać zaklęcia , niż dbać o celne headshoty , ale prawda jest taka , że nastolatki wolą CS GO niż wybieranie mikstur i czarów , w czym , zdaje się , celują Azjaci .
VERB+PRON	zdaje	zdawać	33	się	się	34	zdaje się	zdawać się	Łatwiej jest ziać ogniem i rzucać zaklęcia , niż dbać o celne headshoty , ale prawda jest taka , że nastolatki wolą CS GO niż wybieranie mikstur i czarów , w czym , zdaje się , celują Azjaci .
VERB+PRON	kochać	kochać	11	się	się	12	kochać się	kochać się	"9 . Wolę kreskówki z "" Bolkiem i Lolkiem "" niż kochać się z tobą ."
VERB+ADP	poszło	pójść	16	w	w	17	poszło w	pójść w	Miał on fajnych juhasów , ale pewnego razu dwóch z nich o coś się powadziło , poszło w zapasy i . . . słabszy wyzionął ducha .
VERB+NOUN	wyzionął	wyzionąć	24	ducha	duch	25	wyzionął ducha	wyzionąć duch	Miał on fajnych juhasów , ale pewnego razu dwóch z nich o coś się powadziło , poszło w zapasy i . . . słabszy wyzionął ducha .
