type	first_word	second_word
VERB+NOUN	Powstaje	cykl
ADJ+NOUN	multimedialnych	programów
ADP+NOUN	w	przygotowaniach
ADP+NOUN	do	egzaminu
NOUN+ADJ	egzaminu	maturalnego
ADP+NOUN	na	uczelnie
ADP+NOUN	Zza	kulis
NOUN+VERB	kulis	wychodzi
VERB+NOUN	wychodzi	aktorka
NOUN+ADJ	aktorka	grająca
NOUN+NOUN	Kwota	bonifikaty
VERB+NOUN	podlegać	zwrotowi
ADP+NOUN	przed	upływem
ADP+NOUN	od	dnia
NOUN+NOUN	dnia	kupna
ADJ+NOUN	inny	cel
ADP+NOUN	Przy	okazji
ADJ+NOUN	różnego	rodzaju
NOUN+NOUN	rodzaju	imprez
NOUN+VERB	imprez	widzę
VERB+PRON	kiełkuje	mi
NOUN+NOUN	myśl	stworzenia
ADP+NOUN	w	przyszłości
NOUN+NOUN	Zjadacz	Krwi
VERB+PRON	łapał	się
ADJ+NOUN	rozdygotanymi	dłońmi
ADJ+NOUN	poszarpane	szczękami
NOUN+NOUN	szczękami	Potwora
ADJ+NOUN	ciemna	ciecz
NOUN+VERB	ciecz	bulgotała
VERB+PRON	bulgotała	mu
ADP+NOUN	pomiędzy	palcami
ADJ+NOUN	bladej	twarzy
ADJ+NOUN	krwawą	ranę
ADP+NOUN	w	porządku
NOUN+ADJ	zdjęć	pamiątkowych
ADP+NOUN	w	końcu
ADJ+NOUN	podstawowym	zajęciem
NOUN+NOUN	zajęciem	większości
NOUN+ADJ	większości	fotografujących
ADP+NOUN	W	czwartek
NOUN+VERB	czwartek	odbyła
VERB+PRON	odbyła	się
ADP+NOUN	z	okazji
ADJ+NOUN	Światowego	Dnia
NOUN+NOUN	Dnia	Poczty
ADP+NOUN	w	niedzielę
VERB+NOUN	stanowić	dowód
ADP+NOUN	w	razie
ADP+NOUN	miedzy	pacjentem
ADP+NOUN	jak	epoka
NOUN+ADJ	epoka	polodowcowa
VERB+NOUN	komentowali	strażacy
ADP+NOUN	w	basenie
NOUN+ADJ	basenie	wypełnionym
NOUN+NOUN	litrów	wody
NOUN+NOUN	Potok	uciekinierów
ADP+NOUN	z	Republiki
ADJ+NOUN	zeszłym	roku
ADP+NOUN	na	temat
ADP+NOUN	w	domu
VERB+PRON	zirytował	się
ADP+NOUN	przy	konfiskowaniu
ADP+NOUN	na	wakacje
VERB+PRON	dać	mu
NOUN+NOUN	obietnicę	zostania
VERB+PRON	skaże	go
ADP+NOUN	na	śmierć
ADJ+NOUN	nieustanną	opieką
ADP+NOUN	nad	dzieckiem
ADP+NOUN	Dzięki	uprzejmości
NOUN+NOUN	uprzejmości	Teatru
NOUN+ADJ	Teatru	Dramatycznego
ADJ+NOUN	większe	imprezy
NOUN+VERB	kawiarnia	anektuje
ADJ+NOUN	teatralne	foyer
ADJ+NOUN	zdziczałym	psem
ADP+NOUN	bez	pana
VERB+NOUN	szarpać	zębami
ADJ+NOUN	inne	psy
VERB+NOUN	dopadać	suki
ADJ+NOUN	Wolny	rynek
NOUN+VERB	rynek	zamordował
ADJ+NOUN	francuski	przemysł
NOUN+NOUN	rozszerzenie	Unii
ADP+NOUN	o	kraje
ADJ+NOUN	francuskie	rolnictwo
ADP+NOUN	za	poufałość
VERB+NOUN	poniżają	kobiety
VERB+PRON	poniżają	kogoś
NOUN+ADJ	Płeć	piękna
ADP+NOUN	o	unieszkodliwienie
ADJ+NOUN	całej	bandy
NOUN+NOUN	wydajności	komputerów
NOUN+ADJ	komputerów	wyposażonych
ADP+NOUN	za	pieniądze
NOUN+NOUN	pieniądze	podatników
VERB+NOUN	uzasadnia	konieczność
NOUN+NOUN	konieczność	cięć
ADP+NOUN	W	imieniu
NOUN+VERB	organizatorów	śpieszymy
ADJ+NOUN	szaflarskiej	paradzie
VERB+PRON	zobaczyć	to
ADJ+NOUN	góralskim	stroju
ADJ+NOUN	góralskiej	muzyki
VERB+NOUN	dostanie	numer
NOUN+VERB	telefony	czekać
ADJ+NOUN	bocianim	gnieździe
NOUN+VERB	Fasada	pachnie
NOUN+ADJ	sklep	kolonialny
NOUN+VERB	oficyna	cuchnie
ADP+NOUN	z	padliną
NOUN+VERB	Rodacy	zaczęli
NOUN+VERB	papieża	odwiedzać
ADP+NOUN	w	świecie
ADP+NOUN	do	wyjazdów
ADJ+NOUN	polskich	świętych
VERB+NOUN	wzywając	młodzież
ADJ+NOUN	Światowe	Dni
ADP+NOUN	do	prokuratury
ADJ+NOUN	całodobowym	uśmiercaniem
NOUN+ADJ	uśmiercaniem	poczętych
NOUN+ADJ	autorytety	moralne
ADJ+NOUN	czwartej	władzy
ADJ+NOUN	jawne	rejestry
ADJ+NOUN	dziennikarskich	korzyści
VERB+PRON	było	go
ADP+NOUN	w	domu
ADP+NOUN	do	zawężenia
NOUN+NOUN	uściślenia	definicji
ADJ+NOUN	językowych	kompetencji
VERB+PRON	trzeba	nam
ADJ+NOUN	chlubnego	miana
ADJ+NOUN	jedynej	istoty
NOUN+ADJ	istoty	zdolnej
ADP+NOUN	z	jamnikiem
VERB+NOUN	Wypytywała	rodaków
ADP+NOUN	w	czasie
VERB+PRON	namawiała	go
ADP+NOUN	Na	lanosie
NOUN+VERB	lanosie	napisali
ADJ+NOUN	miniony	czwartek
ADP+NOUN	w	asyście
NOUN+NOUN	asyście	prokuratora
ADJ+NOUN	gryfińskich	strażaków
NOUN+VERB	policja	przeszukała
VERB+NOUN	przeszukała	strych
ADJ+NOUN	zlikwidowanej	szkoły
ADJ+NOUN	wojewódzki	etap
NOUN+NOUN	etap	konkursu
VERB+NOUN	organizuje	Kancelaria
NOUN+NOUN	Kancelaria	Prezydenta
ADJ+NOUN	więzienne	władze
NOUN+VERB	skazany	spełnia
NOUN+VERB	córka	chce
VERB+PRON	pobujać	się
ADP+NOUN	na	huśtawce
VERB+PRON	Wzięła	mnie
ADP+NOUN	na	ręce
ADP+NOUN	na	łóżko
VERB+NOUN	dedukował	Mister
NOUN+NOUN	mieszkańcem	hotelu
NOUN+ADJ	hotelu	pracowniczego
ADP+NOUN	przez	rząd
NOUN+NOUN	zadania	gmin
ADP+NOUN	o	umowę
NOUN+ADJ	umowę	cenową
ADJ+NOUN	największe	firmy
ADP+NOUN	w	sprawie
NOUN+NOUN	ustalenia	ilości
NOUN+NOUN	kryteriów	demontażu
NOUN+NOUN	demontażu	tablic
NOUN+ADJ	tablic	reklamowych
ADP+NOUN	o	powierzchni
NOUN+NOUN	ustalenia	ceny
NOUN+ADJ	ceny	minimalnej
ADP+NOUN	w	wysokości
VERB+NOUN	naruszyło	ustawę
ADP+NOUN	o	ochronie
NOUN+NOUN	ochronie	konkurencji
VERB+NOUN	Ostrzę	noże
ADP+NOUN	od	maszynek
ADP+NOUN	do	mięsa
ADP+NOUN	ze	wsi
VERB+PRON	Wymaga	to
ADJ+NOUN	odpowiedniej	polityki
NOUN+ADJ	polityki	informacyjnej
ADJ+NOUN	dobrą	pogodę
ADP+NOUN	do	inwestowania
ADP+NOUN	w	akcje
ADJ+NOUN	meksykańscy	naukowcy
VERB+NOUN	donosi	tygodnik
VERB+PRON	Organizuje	się
ADJ+NOUN	Międzynarodowe	Biennale
ADJ+NOUN	Małych	Form
NOUN+ADJ	Form	Graficznych
NOUN+NOUN	Festiwal	Pieśni
NOUN+ADJ	Pieśni	Chóralnej
ADP+NOUN	do	słów
NOUN+NOUN	Dni	Muzyki
NOUN+ADJ	Muzyki	Organowej
NOUN+ADJ	plenery	malarskie
NOUN+NOUN	cykle	koncertów
NOUN+ADJ	koncertów	symfonicznych
ADP+NOUN	w	zabytkach
NOUN+NOUN	Dni	Kultury
NOUN+ADJ	Kultury	Górnośląskiej
ADJ+NOUN	Niefortunne	strzały
NOUN+VERB	strzały	padły
ADP+NOUN	podczas	zmiany
NOUN+NOUN	zmiany	warty
VERB+PRON	oswoił	się
ADP+NOUN	u	diabła
VERB+NOUN	przepisując	notatkę
ADJ+NOUN	przyszłego	roku
ADJ+NOUN	nowemu	wojewodzie
ADJ+NOUN	inni	marszałkom
NOUN+NOUN	marszałkom	województwa
ADJ+NOUN	inni	prezydentom
NOUN+NOUN	prezydentom	miast
ADJ+NOUN	Okręgowego	Inspektoratu
NOUN+NOUN	Inspektoratu	Służby
NOUN+ADJ	Służby	Więziennej
ADP+NOUN	na	razie
ADJ+NOUN	przyszłym	roku
ADJ+NOUN	dodatkowych	etatów
ADJ+NOUN	jedna	kompania
NOUN+ADJ	kompania	patrolowa
VERB+PRON	aktualizuje	się
ADP+NOUN	bez	wiedzy
NOUN+NOUN	wiedzy	użytkownika
ADP+NOUN	z	serwera
ADJ+NOUN	najnowsze	poprawki
ADP+NOUN	po	restarcie
NOUN+NOUN	restarcie	przeglądarki
VERB+PRON	charakteryzuje	się
ADJ+NOUN	Długie	lata
NOUN+VERB	lata	pracowali
VERB+NOUN	przesyłali	rodzinie
ADP+NOUN	w	kraju
VERB+PRON	dokupowała	im
ADP+NOUN	do	gospodarstwa
NOUN+VERB	Inwestor	chce
ADJ+NOUN	sobowtórowe	pierze
VERB+NOUN	drobiąc	nóżkami
ADP+NOUN	ku	framudze
ADJ+NOUN	piżamowego	kołnierzyka
NOUN+VERB	agencja	musiała
VERB+NOUN	przerwać	współpracę
ADJ+NOUN	dotychczasowym	klientem
ADP+NOUN	z	powodu
NOUN+NOUN	sprzeczności	interesów
VERB+PRON	rozpijała	się
ADJ+NOUN	zimnych	liści
NOUN+NOUN	liści	kapusty
ADJ+NOUN	roztłuczonych	tłuczkiem
ADP+NOUN	z	więźniarką
ADP+NOUN	na	kredyt
ADP+NOUN	na	pomoc
NOUN+ADJ	pomoc	finansową
ADP+NOUN	na	grad
NOUN+NOUN	grad	medali
VERB+PRON	powitano	ją
ADP+NOUN	z	zadowoleniem
ADP+NOUN	na	osobę
ADJ+NOUN	nowego	papieża
ADJ+NOUN	całego	świata
VERB+PRON	jest	mi
VERB+NOUN	założyć	sweter
VERB+NOUN	rozkręcić	kaloryfer
ADJ+NOUN	klasyczny	kapitalista
ADJ+NOUN	olbrzymi	kapitał
NOUN+ADJ	kapitał	umożliwiający
ADJ+NOUN	umożliwiający	inwestycje
ADP+NOUN	w	badania
ADJ+NOUN	nowymi	wersjami
NOUN+VERB	przeciwnik	ciągnął
ADP+NOUN	za	głowę
ADJ+NOUN	nocne	wrażenia
ADJ+NOUN	Pierwsze	osoby
ADP+NOUN	za	bramą
ADP+NOUN	pod	koniec
NOUN+NOUN	koniec	czerwca
VERB+NOUN	wyłonić	prezesa
NOUN+NOUN	Instytutu	Pamięci
NOUN+ADJ	Pamięci	Narodowej
VERB+NOUN	przestrzega	przewodniczący
NOUN+NOUN	przewodniczący	kolegium
NOUN+VERB	Krowa	posłużyła
VERB+PRON	posłużyła	mu
NOUN+NOUN	narzędzie	terroru
ADP+NOUN	ze	smutkiem
ADP+NOUN	do	telefonu
VERB+NOUN	przekrzyczeć	szum
NOUN+NOUN	szum	wody
ADP+NOUN	w	łazience
VERB+NOUN	mają	prądu
NOUN+VERB	złodziej	demaskuje
VERB+PRON	demaskuje	się
ADP+NOUN	z	Agencji
ADJ+NOUN	znani	sportowcy
NOUN+ADJ	skoczkowie	narciarscy
NOUN+ADJ	piloci	szybowcowi
ADP+NOUN	w	powodzenie
ADJ+NOUN	likwidowanych	wydziałów
NOUN+VERB	starosta	znajdzie
ADJ+NOUN	inne	posady
ADJ+NOUN	legendarnych	skoczków
NOUN+ADJ	skoczków	spadochronowych
NOUN+ADJ	Armii	Krajowej
VERB+NOUN	ujrzał	obraz
ADP+NOUN	na	nazwiska
NOUN+NOUN	nazwiska	sąsiadów
NOUN+VERB	osób	negocjuje
ADP+NOUN	w	imieniu
NOUN+NOUN	warunki	dostaw
VERB+NOUN	ułatwia	kredytowanie
NOUN+NOUN	kredytowanie	towaru
ADP+NOUN	W	chwili
VERB+NOUN	potrąciła	rowerzystę
NOUN+NOUN	promil	alkoholu
ADP+NOUN	z	obłędem
ADP+NOUN	w	oczach
ADP+NOUN	przez	płot
ADP+NOUN	do	domów
ADJ+NOUN	potężne	cielsko
NOUN+VERB	cielsko	przeszkadza
VERB+PRON	przeszkadza	mu
VERB+PRON	ulokować	się
ADP+NOUN	na	kaloryferach
NOUN+VERB	osób	pozostało
ADP+NOUN	bez	dachu
ADP+NOUN	nad	głową
ADJ+NOUN	trzydniową	imprezę
NOUN+NOUN	manifest	solidarności
ADP+NOUN	z	ofiarami
NOUN+NOUN	ofiarami	łamania
NOUN+NOUN	łamania	praw
NOUN+NOUN	praw	człowieka
NOUN+VERB	organizatorzy	zapraszają
NOUN+NOUN	auli	Akademii
NOUN+ADJ	Akademii	Ekonomicznej
ADP+NOUN	na	Kampusie
ADP+NOUN	do	Klubu
NOUN+VERB	Szef	mówił
VERB+PRON	umocnili	sia
ADJ+NOUN	długiej	obrony
ADJ+NOUN	Wielkopolska	Huta
NOUN+NOUN	Huta	Szkła
NOUN+NOUN	wybudowanie	magazynów
ADJ+NOUN	gotowe	wyroby
NOUN+NOUN	formy	nawracania
ADP+NOUN	pod	przymusem
NOUN+ADJ	partia	lewicowa
ADJ+NOUN	planowane	redukcje
ADP+NOUN	po	stole
ADP+NOUN	do	rozbiórki
VERB+PRON	przeprowadzą	się
ADJ+NOUN	nowych	mieszkań
VERB+NOUN	wykwaterowywać	mieszkańców
ADJ+NOUN	zabytkowego	budynku
NOUN+ADJ	Związku	Jaszczurczego
NOUN+NOUN	członek	Zarządu
NOUN+ADJ	Zarządu	Miejskiego
ADJ+NOUN	cały	czas
ADJ+NOUN	przygnieciony	odpowiedzialnością
ADJ+NOUN	ostatni	tydzień
NOUN+VERB	tydzień	zmywam
ADJ+NOUN	ostatecznej	konkluzji
NOUN+NOUN	idei	realizacji
ADJ+NOUN	Posuwiste	dotknięcie
ADJ+NOUN	smukłych	ud
ADJ+NOUN	obejmujących	biodra
ADJ+PRON	zwierających	się
NOUN+VERB	czasem	szarpnie
ADJ+NOUN	smutnych	oczach
NOUN+VERB	chłopak	otworzył
VERB+NOUN	otworzył	bagażnik
ADJ+NOUN	wielkich	przywódców
NOUN+VERB	Rada	ma
ADP+NOUN	na	zbieranie
NOUN+NOUN	zbieranie	wniosków
ADP+NOUN	o	koncesje
ADJ+NOUN	ewentualnych	sankcji
NOUN+ADJ	sankcji	służbowych
ADP+NOUN	w	urzędzie
NOUN+NOUN	urzędzie	gminy
ADP+NOUN	na	wokandzie
NOUN+NOUN	wokandzie	Kolegium
NOUN+ADJ	Kolegium	Orzekającego
ADJ+NOUN	pięknych	dziewcząt
NOUN+VERB	dziewcząt	rywalizowało
ADJ+NOUN	Gminnym	Ośrodku
NOUN+NOUN	Ośrodku	Kultury
ADP+NOUN	o	tytuł
NOUN+NOUN	tytuł	Miss
NOUN+NOUN	Miss	Regionu
NOUN+ADJ	Regionu	Jędrzejowskiego
ADP+NOUN	na	słońcu
NOUN+ADJ	szefowie	uwikłani
ADJ+NOUN	codzienną	walkę
NOUN+ADJ	walkę	polityczną
NOUN+VERB	śmieci	zasypią
VERB+PRON	zasypią	nas
ADJ+NOUN	przyszłym	roku
NOUN+NOUN	Panie	Prezydencie
ADP+NOUN	w	czasie
ADJ+NOUN	różnych	prac
NOUN+ADJ	prac	domowych
ADP+NOUN	na	ulicy
ADP+NOUN	o	zabójstwo
ADJ+NOUN	całkowity	sukces
ADJ+NOUN	niemiecki	adwokat
NOUN+ADJ	adwokat	reprezentujący
ADJ+NOUN	reprezentujący	rodziny
ADJ+NOUN	pomordowanych	pocztowców
VERB+NOUN	dementuje	plotki
ADP+NOUN	w	budynku
ADP+NOUN	po	przychodni
NOUN+ADJ	ośrodek	wypoczynkowy
NOUN+VERB	urzędnikiem	mogę
VERB+PRON	pozwala	mi
ADP+NOUN	Do	wykrywania
NOUN+NOUN	wykrywania	atopii
VERB+NOUN	służą	testy
NOUN+ADJ	testy	punktowe
ADJ+NOUN	swoiste	przeciwciała
ADJ+NOUN	konkretnemu	alergenowi
ADP+NOUN	na	przykład
NOUN+NOUN	pyłków	drzew
NOUN+NOUN	sierści	zwierząt
NOUN+NOUN	jadu	osy
ADJ+NOUN	Zwycięski	gołąb
NOUN+VERB	gołąb	przefrunął
ADJ+NOUN	wojewódzkich	kolumn
ADP+NOUN	do	końca
NOUN+NOUN	końca	lutego
ADP+NOUN	w	Ministerstwie
NOUN+NOUN	Ministerstwie	Zdrowia
NOUN+NOUN	programy	restrukturyzacji
NOUN+NOUN	restrukturyzacji	zakładów
ADJ+NOUN	własnej	roboty
NOUN+NOUN	roboty	heblami
ADJ+NOUN	czyniących	zło
VERB+PRON	stwierdza	się
ADP+NOUN	z	bezsennością
NOUN+NOUN	wydzielaniem	żółci
NOUN+NOUN	nieżytami	przewodu
NOUN+ADJ	przewodu	pokarmowego
ADP+NOUN	z	powodu
NOUN+VERB	pracy	zapominamy
ADJ+NOUN	całym	świecie
VERB+NOUN	woła	prelegent
ADJ+NOUN	odpowiednim	ubiorze
VERB+PRON	przegrzało	się
ADP+NOUN	z	ministrem
NOUN+NOUN	ministrem	finansów
NOUN+ADJ	Gamety	męskie
ADJ+NOUN	pojedynczą	liczbę
NOUN+NOUN	liczbę	chromosomów
ADP+NOUN	w	procesie
NOUN+NOUN	procesie	zapłodnienia
NOUN+ADJ	organizmowi	potomnemu
ADJ+NOUN	podwójnej	liczbie
NOUN+NOUN	liczbie	chromosomów
ADJ+PRON	Trzymający	ją
NOUN+VERB	przodków	uratował
ADP+NOUN	w	czasie
ADJ+NOUN	II	wojny
NOUN+ADJ	wojny	światowej
NOUN+NOUN	rozwiązanie	parlamentu
ADJ+NOUN	dobry	pomysł
ADP+NOUN	Po	raz
NOUN+ADJ	raz	kolejny
NOUN+ADJ	Port	Lotniczy
ADJ+NOUN	dwucyfrowy	przyrost
NOUN+NOUN	przyrost	ilości
ADJ+NOUN	odprawionych	pasażerów
ADJ+NOUN	Wtorkowa	nominacja
NOUN+VERB	nominacja	wywołała
ADJ+NOUN	gwałtowne	protesty
ADJ+NOUN	całej	opozycji
ADJ+NOUN	Jedynym	wyjątkiem
ADP+NOUN	od	braku
NOUN+NOUN	braku	regulacji
NOUN+ADJ	regulacji	prawnych
NOUN+NOUN	odpowiedzialność	konkubenta
ADP+NOUN	za	zobowiązania
NOUN+ADJ	zobowiązania	podatkowe
NOUN+VERB	konkubent	współdziałał
ADP+NOUN	Podczas	wyborów
NOUN+ADJ	wyborów	prezydenckich
ADJ+NOUN	Nowa	firma
NOUN+VERB	firma	trafi
ADJ+NOUN	pierwszej	piątki
ADJ+NOUN	europejskich	ubezpieczycieli
NOUN+ADJ	hasło	reklamowe
VERB+NOUN	zobrazować	klientom
ADJ+NOUN	tanim	połączeniom
NOUN+ADJ	połączeniom	lotniczym
ADJ+NOUN	znanych	miejsc
ADJ+NOUN	abstrakcyjnym	pojęciem
ADP+NOUN	z	firmy
ADJ+NOUN	polskim	rynku
NOUN+ADJ	Symbolizm	dzisiejszy
VERB+NOUN	ustępuje	symbolizmowi
ADJ+NOUN	obłąkanego	wizjonera
ADJ+NOUN	przelotne	nastroje
NOUN+NOUN	nastroje	duszy
NOUN+ADJ	duszy	ludzkiej
ADP+NOUN	w	kształty
NOUN+ADJ	kształty	materialne
ADP+NOUN	do	akcji
NOUN+ADJ	osoby	mówiące
ADP+NOUN	z	przyjemnością
ADP+NOUN	do	przyjaciela
ADP+NOUN	na	położenie
ADP+NOUN	w	kuchni
ADJ+NOUN	pastelowych	płytek
ADP+NOUN	w	ocenie
NOUN+NOUN	ocenie	zachowań
NOUN+NOUN	zachowań	człowieka
NOUN+ADJ	determinizm	biologiczny
ADJ+NOUN	Początkowa	sytuacja
NOUN+VERB	11-latek	przyniósł
ADP+NOUN	do	szkoły
ADP+NOUN	po	korytarzu
NOUN+VERB	korytarzu	zatupotały
ADJ+NOUN	klapciatowate	kroki
ADP+NOUN	do	środka
NOUN+VERB	środka	wsunęła
VERB+PRON	wsunęła	się
ADJ+NOUN	wybałuszone	oczy
NOUN+VERB	oczy	popatrzyły
ADJ+NOUN	Normalny	obywatel
ADJ+NOUN	krótkim	dochodzeniu
ADP+NOUN	w	styczniu
ADP+NOUN	z	kościoła
ADP+NOUN	na	usmażenie
NOUN+NOUN	usmażenie	mózgu
ADJ+NOUN	polskiej	ambasady
ADJ+NOUN	19	marca
VERB+PRON	aresztowano	go
ADP+NOUN	po	raz
NOUN+ADJ	raz	drugi
ADJ+NOUN	krasnojarski	prokurator
VERB+NOUN	przygotować	tereny
ADP+NOUN	dla	inwestorów
ADJ+NOUN	innych	miastach
VERB+NOUN	skupować	działki
ADP+NOUN	od	właścicieli
NOUN+NOUN	właścicieli	prywatnych
NOUN+NOUN	Sprawa	fałszowania
NOUN+NOUN	fałszowania	dokumentów
ADP+NOUN	w	sądzie
ADP+NOUN	Przed	spotkaniem
ADJ+NOUN	wybraną	osobą
VERB+PRON	powiesz	to
ADJ+NOUN	własnej	inicjatywy
VERB+NOUN	poruszając	temat
ADJ+PRON	nadarzającą	się
ADP+NOUN	dla	wirtuozów
ADP+NOUN	przez	policję
ADJ+NOUN	gorącym	uczynku
ADJ+NOUN	Rewolucyjna	świadomość
NOUN+VERB	świadomość	rosła
VERB+NOUN	zbierać	grosz
ADP+NOUN	do	grosza
ADP+NOUN	Po	bombardowaniach
NOUN+VERB	wojsko	przeczesuje
VERB+NOUN	przeczesuje	dom
ADP+NOUN	po	domu
ADP+NOUN	w	niedzielę
VERB+NOUN	skoczył	głową
ADP+NOUN	w	dół
ADP+NOUN	koło	stołu
NOUN+VERB	Czasem	głuchnę
ADJ+NOUN	lewe	ucho
VERB+PRON	uargumentować	to
VERB+NOUN	czujesz	pewność
VERB+NOUN	upomina	minister
NOUN+NOUN	Rysopis	poszukiwanego
ADP+NOUN	na	twarzy
NOUN+VERB	twarzy	ma
ADJ+NOUN	czarny	zarost
NOUN+ADJ	włosy	czarne
ADP+NOUN	w	kurtkę
NOUN+NOUN	kurtkę	koloru
NOUN+ADJ	koloru	szarego
NOUN+ADJ	spodnie	jeansowe
ADJ+NOUN	bocznymi	kieszeniami
ADP+NOUN	na	nogawkach
VERB+NOUN	wysłać	list
ADJ+NOUN	bolesny	żal
VERB+PRON	zrodzi	się
NOUN+NOUN	uczucie	przebaczenia
ADP+NOUN	na	prezydenta
ADP+NOUN	na	drzwiach
NOUN+NOUN	drzwiach	Ministerstwa
NOUN+NOUN	Ministerstwa	Finansów
ADP+NOUN	przeciwko	płaceniu
NOUN+NOUN	płaceniu	podatków
ADJ+NOUN	rzymskiemu	papieżowi
ADP+NOUN	Zamiast	rozmawiania
NOUN+VERB	rozmawiania	możesz
ADP+NOUN	na	czas
NOUN+NOUN	czas	seansu
NOUN+PRON	Uzdrowienie	siebie
NOUN+NOUN	Uzdrowienie	cudem
NOUN+NOUN	cudem	przebaczania
ADJ+NOUN	inne	kasety
VERB+NOUN	Uprzątnięto	stragany
NOUN+VERB	deszcz	zmył
ADJ+NOUN	kamienną	posadzkę
NOUN+VERB	bazylia	przestała
NOUN+NOUN	perorę	brata
VERB+NOUN	zostać	pisarzem
ADP+NOUN	od	szpitala
VERB+NOUN	Mam	huśtawkę
NOUN+NOUN	huśtawkę	nastrojów
ADP+NOUN	Na	parterze
NOUN+VERB	remonty	trwały
VERB+ADP	trwały	w
NOUN+ADJ	Telekomunikacja	Polska
VERB+NOUN	ogranicza	liczebność
NOUN+VERB	pan	chce
ADJ+NOUN	wysokie	wyniki
ADP+NOUN	w	nauce
ADP+NOUN	dla	uczniów
ADJ+NOUN	płockich	szkół
ADP+NOUN	W	okresie
NOUN+ADJ	okresie	paryskim
VERB+NOUN	prowadzi	dzienniki
ADP+NOUN	na	antenie
NOUN+NOUN	antenie	Radia
ADP+NOUN	przez	wydawnictwa
ADJ+NOUN	drugiego	obiegu
NOUN+VERB	Naukowcy	spędzili
VERB+PRON	spędzili	je
ADP+NOUN	w	areszcie
ADJ+NOUN	sprzedanych	egzemplarzy
ADJ+NOUN	pierwszego	longplaya
NOUN+NOUN	milion	zamówień
ADJ+NOUN	drugi	longplay
ADP+NOUN	Pod	koniec
NOUN+NOUN	koniec	roku
NOUN+VERB	dyrektorzy	musieli
ADP+NOUN	z	kuratorium
ADP+NOUN	poza	opłacaniem
NOUN+NOUN	opłacaniem	kosztów
NOUN+NOUN	kosztów	eksploatacji
ADP+NOUN	w	kominiarkach
VERB+NOUN	wyłamują	łomem
VERB+ADP	odbijąc	przy
ADP+NOUN	przy	okazji
NOUN+NOUN	kawałek	sufitu
ADP+NOUN	Po	przybyciu
ADP+NOUN	na	miejsce
ADP+NOUN	z	grupy
NOUN+NOUN	grupy	rozpoznania
NOUN+ADJ	rozpoznania	minersko
NOUN+ADJ	Kompanii	Antyterrorystycznej
ADP+NOUN	o	ewakuacji
NOUN+NOUN	ewakuacji	mieszkańców
ADJ+NOUN	sąsiednich	domów
ADJ+NOUN	19	lutego
NOUN+ADJ	lutego	1997
NOUN+VERB	policja	zatrzymała
ADP+NOUN	w	bagażniku
NOUN+NOUN	bagażniku	samochodu
NOUN+ADJ	samochodu	osobowego
ADJ+NOUN	czystego	uranu
ADJ+NOUN	zagrożone	falą
NOUN+ADJ	falą	powodziową
VERB+PRON	PRZESZKADZA	MI
NOUN+PRON	DODAWANIE	CZEGOŚ
ADP+NOUN		TEKŚCIE
ADJ+NOUN	DOSKONAŁYCH	WYPOWIEDZIACH
ADJ+NOUN	innych	strażaków
ADJ+NOUN	wyższe	stopnie
NOUN+ADJ	stopnie	zawodowe
VERB+PRON	Wpisać	się
VERB+PRON	pokrzyżować	jej
NOUN+ADJ	plany	zawodowe
ADP+NOUN	na	twarz
ADJ+NOUN	prawdziwego	proroka
ADP+NOUN	W	wyniku
ADJ+NOUN	nieadiabatycznego	ochładzania
ADJ+NOUN	najniższych	warstw
NOUN+NOUN	warstw	troposfery
ADJ+NOUN	najniższe	chmury
NOUN+ADJ	chmury	warstwowe
ADJ+NOUN	interpretującego	przekładu
ADJ+NOUN	filozoficzną	metaforę
VERB+NOUN	rozwinąć	transparentów
ADJ+NOUN	szorstkim	płótnie
ADJ+NOUN	obłe	kształty
NOUN+NOUN	kształty	pocisków
NOUN+ADJ	obozy	przejściowe
NOUN+NOUN	zakaz	przejścia
ADP+NOUN	z	starości
ADP+NOUN	w	interesie
ADJ+NOUN	ówczesnego	państwa
NOUN+ADJ	państwa	polskiego
NOUN+NOUN	wiceminister	obrony
NOUN+NOUN	pan	minister
VERB+NOUN	wykonać	cięcia
NOUN+ADJ	cięcia	budżetowe
ADP+NOUN	na	służbę
NOUN+NOUN	służbę	zdrowia
ADP+NOUN	z	entuzjazmem
ADP+NOUN	do	wyborów
NOUN+VERB	wyborów	podchodzić
ADP+NOUN	o	mandat
NOUN+NOUN	mandat	radnego
ADP+NOUN	w	praktyce
NOUN+VERB	praktyce	oznacza
ADP+NOUN	w	staraniach
ADP+NOUN	o	fotel
NOUN+NOUN	fotel	wójta
NOUN+NOUN	burmistrza	gminy
ADP+NOUN	po	meczu
ADJ+NOUN	agresywną	grę
ADP+NOUN	w	obronie
NOUN+NOUN	wyposażenie	administracji
NOUN+NOUN	zakup	książek
ADP+NOUN	do	biblioteki
ADJ+NOUN	skołatane	nerwy
ADP+NOUN	na	pocieszenie
ADJ+NOUN	zgnębionych	serc
ADJ+NOUN	narodową	tożsamość
ADJ+NOUN	obruszona	mama
ADP+NOUN	na	chwilę
NOUN+VERB	lat	skończył
ADJ+NOUN	legendarny	przywódca
VERB+PRON	razi	mnie
ADJ+NOUN	polską	prawicą
NOUN+VERB	prawicą	gardził
VERB+NOUN	gubisz	parasolki
NOUN+NOUN	latach	transformacji
ADP+NOUN	nad	ekonomią
NOUN+ADJ	osoby	pomagające
