mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
ADP+NOUN	W	0	końcu	1	W końcu	W końcu usłyszałem usłyszał em za drzwiami kobiecy głos : - Kto tam ?	0	test	1	0
ADP+NOUN	za	5	drzwiami	6	za drzwiami	W końcu usłyszałem usłyszał em za drzwiami kobiecy głos : - Kto tam ?	0	test	1	0
ADJ+NOUN	kobiecy	7	głos	8	kobiecy głos	W końcu usłyszałem usłyszał em za drzwiami kobiecy głos : - Kto tam ?	0	test	1	0
ADP+NOUN	o	9	nazwiskach	10	o nazwiskach	"Przewodniczący AWS wyjaśnił , że UW "" nie mówiła o nazwiskach "" , ale o ocenie ministrów , należących zarówno do UW , jak i AWS , w pracy których "" nastąpiły bardzo poważne błędy "" ."	0	test	1	0
ADP+NOUN	o	14	ocenie	15	o ocenie	"Przewodniczący AWS wyjaśnił , że UW "" nie mówiła o nazwiskach "" , ale o ocenie ministrów , należących zarówno do UW , jak i AWS , w pracy których "" nastąpiły bardzo poważne błędy "" ."	0	test	1	0
NOUN+NOUN	ocenie	15	ministrów	16	ocenie ministrów	"Przewodniczący AWS wyjaśnił , że UW "" nie mówiła o nazwiskach "" , ale o ocenie ministrów , należących zarówno do UW , jak i AWS , w pracy których "" nastąpiły bardzo poważne błędy "" ."	0	test	1	0
ADP+NOUN	w	27	pracy	28	w pracy	"Przewodniczący AWS wyjaśnił , że UW "" nie mówiła o nazwiskach "" , ale o ocenie ministrów , należących zarówno do UW , jak i AWS , w pracy których "" nastąpiły bardzo poważne błędy "" ."	0	test	1	0
ADJ+NOUN	poważne	33	błędy	34	poważne błędy	"Przewodniczący AWS wyjaśnił , że UW "" nie mówiła o nazwiskach "" , ale o ocenie ministrów , należących zarówno do UW , jak i AWS , w pracy których "" nastąpiły bardzo poważne błędy "" ."	0	test	1	0
VERB+PRON	zaaresztować	2	mnie	3	zaaresztować mnie	- Mogli zaaresztować mnie za próbę wywiezienia jej z ojczyzny , a jednocześnie nie było tam nikogo , kto mógłby mógł by jej pomóc .	0	test	1	0
ADP+NOUN	za	4	próbę	5	za próbę	- Mogli zaaresztować mnie za próbę wywiezienia jej z ojczyzny , a jednocześnie nie było tam nikogo , kto mógłby mógł by jej pomóc .	0	test	1	0
NOUN+NOUN	próbę	5	wywiezienia	6	próbę wywiezienia	- Mogli zaaresztować mnie za próbę wywiezienia jej z ojczyzny , a jednocześnie nie było tam nikogo , kto mógłby mógł by jej pomóc .	0	test	1	0
NOUN+PRON	wywiezienia	6	jej	7	wywiezienia jej	- Mogli zaaresztować mnie za próbę wywiezienia jej z ojczyzny , a jednocześnie nie było tam nikogo , kto mógłby mógł by jej pomóc .	0	test	1	0
ADP+NOUN	z	8	ojczyzny	9	z ojczyzny	- Mogli zaaresztować mnie za próbę wywiezienia jej z ojczyzny , a jednocześnie nie było tam nikogo , kto mógłby mógł by jej pomóc .	0	test	1	0
ADP+NOUN	na	11	przemianie	12	na przemianie	On należał do tych chłopaków , którym się udało , którzy na przemianie zyskali .	0	test	1	0
NOUN+VERB	przemianie	12	zyskali	13	przemianie zyskali	On należał do tych chłopaków , którym się udało , którzy na przemianie zyskali .	0	test	1	0
ADJ+NOUN	wybitną	2	postacią	3	wybitną postacią	Jest zbyt wybitną postacią Polski , by godzić się i mieć do czynienia z tak haniebnymi krętactwami .	0	test	1	0
ADP+NOUN	do	11	czynienia	12	do czynienia	Jest zbyt wybitną postacią Polski , by godzić się i mieć do czynienia z tak haniebnymi krętactwami .	0	test	1	0
ADJ+NOUN	haniebnymi	15	krętactwami	16	haniebnymi krętactwami	Jest zbyt wybitną postacią Polski , by godzić się i mieć do czynienia z tak haniebnymi krętactwami .	0	test	1	0
VERB+NOUN	przebiegł	2	okres	3	przebiegł okres	Wyjątkowo spokojnie przebiegł okres świąteczno - noworoczny w powiecie goleniowskim .	0	test	1	0
NOUN+ADJ	okres	3	świąteczno	4	okres świąteczno	Wyjątkowo spokojnie przebiegł okres świąteczno - noworoczny w powiecie goleniowskim .	0	test	1	0
ADP+NOUN	w	7	powiecie	8	w powiecie	Wyjątkowo spokojnie przebiegł okres świąteczno - noworoczny w powiecie goleniowskim .	0	test	1	0
NOUN+ADJ	powiecie	8	goleniowskim	9	powiecie goleniowskim	Wyjątkowo spokojnie przebiegł okres świąteczno - noworoczny w powiecie goleniowskim .	0	test	1	0
ADP+NOUN	nad	2	jezioro	3	nad jezioro	Gdy jechali nad jezioro Głębokie i ojciec Roberta z ronda skręcił w aleję Wojska Polskiego , chłopak zaczął krzyczeć .	0	test	1	0
ADP+NOUN	z	8	ronda	9	z ronda	Gdy jechali nad jezioro Głębokie i ojciec Roberta z ronda skręcił w aleję Wojska Polskiego , chłopak zaczął krzyczeć .	0	test	1	0
NOUN+VERB	ronda	9	skręcił	10	ronda skręcił	Gdy jechali nad jezioro Głębokie i ojciec Roberta z ronda skręcił w aleję Wojska Polskiego , chłopak zaczął krzyczeć .	0	test	1	0
ADP+NOUN	w	11	aleję	12	w aleję	Gdy jechali nad jezioro Głębokie i ojciec Roberta z ronda skręcił w aleję Wojska Polskiego , chłopak zaczął krzyczeć .	0	test	1	0
NOUN+VERB	chłopak	16	zaczął	17	chłopak zaczął	Gdy jechali nad jezioro Głębokie i ojciec Roberta z ronda skręcił w aleję Wojska Polskiego , chłopak zaczął krzyczeć .	0	test	1	0
NOUN+ADJ	pistolet	5	maszynowy	6	pistolet maszynowy	"Znaleziono w nich m.in . pistolet maszynowy MP-40 "" Schmeisser "" , amunicję , magazynki i różne elementy samodziałowej broni ."	0	test	1	0
ADJ+NOUN	różne	16	elementy	17	różne elementy	"Znaleziono w nich m.in . pistolet maszynowy MP-40 "" Schmeisser "" , amunicję , magazynki i różne elementy samodziałowej broni ."	0	test	1	0
ADJ+NOUN	samodziałowej	18	broni	19	samodziałowej broni	"Znaleziono w nich m.in . pistolet maszynowy MP-40 "" Schmeisser "" , amunicję , magazynki i różne elementy samodziałowej broni ."	0	test	1	0
ADP+NOUN	do	4	rasy	5	do rasy	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
NOUN+NOUN	rasy	5	intelektualistów	6	rasy intelektualistów	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
ADP+NOUN	z	10	pewnością	11	z pewnością	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
ADP+NOUN	z	19	racji	20	z racji	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
NOUN+VERB	przynależności	22	poddawać	23	przynależności poddawać	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
VERB+PRON	poddawać	23	się	24	poddawać się	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	1
NOUN+ADJ	skłonności	25	kasandrycznej	26	skłonności kasandrycznej	Huntington na pewno należy do rasy intelektualistów , jest jednak z pewnością zbyt inteligentny na to , by tylko z racji tej przynależności poddawać się skłonności kasandrycznej .	0	test	1	0
NOUN+NOUN	próbą	11	osłabienia	12	próbą osłabienia	""" Wprost "" : - Czy powierzenie panu funkcji wicepremiera jest próbą osłabienia pozycji Leszka Balcerowicza ?"	0	test	1	0
NOUN+NOUN	osłabienia	12	pozycji	13	osłabienia pozycji	""" Wprost "" : - Czy powierzenie panu funkcji wicepremiera jest próbą osłabienia pozycji Leszka Balcerowicza ?"	0	test	1	0
NOUN+NOUN	przejawem	19	rozkładu	20	przejawem rozkładu	Partie polityczne objawiają tyle w sobie niemocy i rozterki , że kto wie , czy nie są one właściwie przejawem rozkładu i bankrutowania pewnych wartości .	0	test	1	0
ADJ+NOUN	nieznanej	9	budowli	10	nieznanej budowli	- Szybko okazało się , że są to pozostałości nieznanej budowli .	0	test	1	0
ADJ+NOUN	internetowy	6	hazard	7	internetowy hazard	Wątpliwości budzi jedynie to , czy internetowy hazard powinien być zmonopolizowany .	0	test	1	0
NOUN+VERB	hazard	7	powinien	8	hazard powinien	Wątpliwości budzi jedynie to , czy internetowy hazard powinien być zmonopolizowany .	0	test	1	0
ADJ+NOUN	inny	6	przedział	7	inny przedział	""" Józefie , chodź , to inny przedział . . . """	0	test	1	0
NOUN+VERB	Apogeum	0	nastąpiło	1	Apogeum nastąpiło	Apogeum nastąpiło po godz . 2 , gdy kilkadziesiąt zdenerwowanych osób stało w kolejce , inni drzemali na krzesłach .	0	test	1	0
ADJ+NOUN	zdenerwowanych	9	osób	10	zdenerwowanych osób	Apogeum nastąpiło po godz . 2 , gdy kilkadziesiąt zdenerwowanych osób stało w kolejce , inni drzemali na krzesłach .	0	test	1	0
NOUN+VERB	osób	10	stało	11	osób stało	Apogeum nastąpiło po godz . 2 , gdy kilkadziesiąt zdenerwowanych osób stało w kolejce , inni drzemali na krzesłach .	0	test	1	0
ADP+NOUN	w	12	kolejce	13	w kolejce	Apogeum nastąpiło po godz . 2 , gdy kilkadziesiąt zdenerwowanych osób stało w kolejce , inni drzemali na krzesłach .	0	test	1	0
ADP+NOUN	na	17	krzesłach	18	na krzesłach	Apogeum nastąpiło po godz . 2 , gdy kilkadziesiąt zdenerwowanych osób stało w kolejce , inni drzemali na krzesłach .	0	test	1	0
NOUN+NOUN	Większość	0	ulic	1	Większość ulic	Większość ulic niemal tonęła w wodzie .	0	test	1	0
ADP+NOUN	w	4	wodzie	5	w wodzie	Większość ulic niemal tonęła w wodzie .	0	test	1	0
VERB+PRON	Realizuje	0	ono	1	Realizuje ono	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
ADP+NOUN	wśród	2	młodzieży	3	wśród młodzieży	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
ADJ+NOUN	całym	5	kraju	6	całym kraju	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
NOUN+NOUN	program	7	profilaktyki	8	program profilaktyki	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
VERB+NOUN	uzyskał	11	akceptację	12	uzyskał akceptację	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
ADJ+NOUN	Państwowej	13	Agencji	14	Państwowej Agencji	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
NOUN+NOUN	Agencji	14	Rozwiązywania	15	Agencji Rozwiązywania	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
NOUN+NOUN	Rozwiązywania	15	Problemów	16	Rozwiązywania Problemów	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
NOUN+ADJ	Problemów	16	Alkoholowych	17	Problemów Alkoholowych	Realizuje ono wśród młodzieży w całym kraju program profilaktyki , który uzyskał akceptację Państwowej Agencji Rozwiązywania Problemów Alkoholowych .	0	test	1	0
ADJ+NOUN	obecny	4	wykład	5	obecny wykład	Wobec powyższego Angus uznał obecny wykład za głupi , wprost śmieszny absurd .	0	test	1	0
ADJ+NOUN	śmieszny	10	absurd	11	śmieszny absurd	Wobec powyższego Angus uznał obecny wykład za głupi , wprost śmieszny absurd .	0	test	1	0
ADP+NOUN	na	11	spóźnienie	12	na spóźnienie	Kiedy jak kiedy , mówił , ale w taki dzień on na spóźnienie nie może sobie pozwolić .	0	test	1	0
VERB+NOUN	przyjdzie	1	kierownik	2	przyjdzie kierownik	Niech przyjdzie kierownik .	0	test	1	0
ADP+NOUN	w	3	centrum	4	w centrum	Od czterech tygodni w centrum Gdańska znajdują się nieuprzątnięte śmieci .	0	test	1	0
ADJ+NOUN	nieuprzątnięte	8	śmieci	9	nieuprzątnięte śmieci	Od czterech tygodni w centrum Gdańska znajdują się nieuprzątnięte śmieci .	0	test	1	0
NOUN+VERB	burmistrz	6	rozkazuje	7	burmistrz rozkazuje	Jadzia Czubernat natomiast uważa , że burmistrz rozkazuje służącym sprzątać i gotować .	0	test	1	0
VERB+NOUN	rozkazuje	7	służącym	8	rozkazuje służącym	Jadzia Czubernat natomiast uważa , że burmistrz rozkazuje służącym sprzątać i gotować .	0	test	1	0
VERB+PRON	rozpleniły	4	się	5	rozpleniły się	"Knajpy "" latynoskie "" rozpleniły się niemal na całym świecie , a Kubańczycy pojawili się na rozmaitych płytach jako goście ."	0	test	1	1
ADJ+NOUN	całym	8	świecie	9	całym świecie	"Knajpy "" latynoskie "" rozpleniły się niemal na całym świecie , a Kubańczycy pojawili się na rozmaitych płytach jako goście ."	0	test	1	0
ADJ+NOUN	rozmaitych	16	płytach	17	rozmaitych płytach	"Knajpy "" latynoskie "" rozpleniły się niemal na całym świecie , a Kubańczycy pojawili się na rozmaitych płytach jako goście ."	0	test	1	0
NOUN+ADJ	Interes	1	społeczny	2	Interes społeczny	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADJ+NOUN	notorycznych	9	złodziei	10	notorycznych złodziei	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADP+NOUN	po	13	wyjściu	14	po wyjściu	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADP+NOUN	z	15	komendy	16	z komendy	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
NOUN+NOUN	komendy	16	policji	17	komendy policji	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADP+NOUN	do	19	tramwaju	20	do tramwaju	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
VERB+NOUN	mówi	25	prokurator	26	mówi prokurator	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADP+NOUN	na	33	publikację	34	na publikację	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
NOUN+NOUN	publikację	34	zdjęcia	35	publikację zdjęcia	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	0	test	1	0
ADP+NOUN	na	4	ulicach	5	na ulicach	Parokrotnie Wajdowie osobiście kwestowali na ulicach Japonii .	0	test	1	0
ADJ+NOUN	Reprezentujący	0	konsorcjum	1	Reprezentujący konsorcjum	Reprezentujący konsorcjum Bank Przemysłowo - Handlowy poinformował o tym ministra gospodarki oraz skarbu państwa .	0	test	1	0
NOUN+ADJ	Bank	2	Przemysłowo	3	Bank Przemysłowo	Reprezentujący konsorcjum Bank Przemysłowo - Handlowy poinformował o tym ministra gospodarki oraz skarbu państwa .	0	test	1	0
NOUN+NOUN	ministra	9	gospodarki	10	ministra gospodarki	Reprezentujący konsorcjum Bank Przemysłowo - Handlowy poinformował o tym ministra gospodarki oraz skarbu państwa .	0	test	1	0
NOUN+NOUN	skarbu	12	państwa	13	skarbu państwa	Reprezentujący konsorcjum Bank Przemysłowo - Handlowy poinformował o tym ministra gospodarki oraz skarbu państwa .	0	test	1	0
NOUN+VERB	Intuicja	0	podpowie	1	Intuicja podpowie	Intuicja podpowie Ci właściwy sposób postępowania .	0	test	1	0
VERB+PRON	podpowie	1	Ci	2	podpowie Ci	Intuicja podpowie Ci właściwy sposób postępowania .	0	test	1	0
ADJ+NOUN	właściwy	3	sposób	4	właściwy sposób	Intuicja podpowie Ci właściwy sposób postępowania .	0	test	1	0
NOUN+NOUN	sposób	4	postępowania	5	sposób postępowania	Intuicja podpowie Ci właściwy sposób postępowania .	0	test	1	0
NOUN+VERB	perły	2	zobaczą	3	perły zobaczą	- A perły zobaczą dopiero moje wnuki ? - skrzywił się książę .	0	test	1	0
VERB+PRON	skrzywił	9	się	10	skrzywił się	- A perły zobaczą dopiero moje wnuki ? - skrzywił się książę .	0	test	1	1
ADP+NOUN	ze	8	względu	9	ze względu	Giną więc wozy , których właściciele nie ubezpieczają ze względu na wysokie stawki .	0	test	1	0
ADJ+NOUN	wysokie	11	stawki	12	wysokie stawki	Giną więc wozy , których właściciele nie ubezpieczają ze względu na wysokie stawki .	0	test	1	0
ADP+NOUN	z	11	atmosfery	12	z atmosfery	Tym bardziej że nikt nie potrafi dziś powiedzieć , jak siarka z atmosfery trafiła do litej skały .	0	test	1	0
NOUN+VERB	atmosfery	12	trafiła	13	atmosfery trafiła	Tym bardziej że nikt nie potrafi dziś powiedzieć , jak siarka z atmosfery trafiła do litej skały .	0	test	1	0
